bill_id,customer_id,meter_id,rate_plan_id,billing_period_start,billing_period_end,bill_date,due_date,units_consumed,peak_units,off_peak_units,bill_base_amount,fixed_charges,tax_amount,total_bill_amount,amount_paid,outstanding_balance,payment_method,payment_date,bill_status,payment_status,previous_balance,subsidy_amount,arrears,created_at,rejection_reason
BILL00005230,CUST001767,MTR001767,RP001,2023-10-01,2023-10-31,2023-11-05,2023-11-21,261.93,91.56,158.84,1240.62,270.97,124.06,,0.0,,,,Sent,Overdue,2510.22,-,1026.61,2023-11-05 13:42:13,Invalid or missing billing amount
BILL00002333,CUST003460,MTR003460,RP002,2024-03-01,2024-03-31,2024-04-05,2024-04-29,259.94,83.02,146.43,1229.67,232.5,122.97,,1585.14,0.0,Bank Transfer,2024-05-08,Paid,Written Off,2770.28,0,573.96,2024-04-05 00:30:27,Invalid or missing billing amount
BILL00021613,CUST003413,MTR003413,RP005,2023-06-01,2023-06-30,2023-07-05,2023-07-29,459.93,197.55,290.32,0,257.39,256.95,,3083.85,0.0,-,2023-08-05,Paid,Paid,4309.16,0,1629.63,,Invalid or missing billing amount
BILL00024736,CUST004344,MTR004344,RP004,2024-10-01,2024-10-31,2024-11-05,2024-11-26,29100.23,9249.77,14939.76,245951.95,378.64,24595.2,,0.0,270925.8,,,Sent,Partial,4734.48,0,957.81,2024-11-05 23:47:56,Invalid or missing billing amount
BILL00010349,CUST002314,MTR002314,RP003,2024-01-01,2024-01-31,,2024-02-21,1821.71,749.25,1046.33,14084.53,400.9,1408.45,,0.0,0.0,,,,UNKNOWN,1331.05,0,1211.69,,Invalid or missing billing amount
BILL00013713,CUST002147,MTR002147,RP003,2024-05-01,2024-05-31,2024-06-05,2024-06-21,142.51,54.96,72.61,583.8,139.41,58.38,,,781.59,,,Overdue,Written Off,177.43,99.37,295.36,2024-06-05 10:40:49,Invalid or missing billing amount
BILL00006713,-,MTR003492,RP002,2023-01-01,2023-01-31,2023-02-05,2023-02-21,122.14,,77.58,471.77,450.77,47.18,,969.72,0.0,Cheque,2023-02-23,Paid,Paid,4642.88,77.71,186.98,2023-02-05 20:30:04,Invalid or missing billing amount
BILL00013406,CUST001011,MTR001011,RP002,2024-02-01,2024-02-29,2024-03-05,2024-03-22,128.14,49.74,77.92,504.77,454.17,50.48,,1009.42,0.0,Online,2024-03-12,Paid,Disputed,2300.88,0,783.46,2024-03-05 18:11:20,Invalid or missing billing amount
BILL00011237,CUST001173,MTR001173,RP003,2024-05-01,2024-05-31,2024-06-05,2024-06-25,290.58,130.24,160.65,1398.19,439.35,139.82,,0.0,1977.36,,,Revised,Written Off,2981.66,0,1162.81,2024-06-05 11:48:32,Invalid or missing billing amount
BILL00019994,CUST000618,MTR000618,RP003,2024-12-01,2024-12-31,2025-01-05,2025-01-28,264.77,84.41,158.68,1256.23,56.44,125.62,,1438.29,0.0,0,2025-02-05,Paid,Disputed,263.29,26.65,1991.18,2025-01-05 15:13:10,Invalid or missing billing amount
BILL00024678,CUST001629,MTR001629,RP001,2024-12-01,2024-12-31,2025-01-05,2025-01-25,183.49,57.07,101.88,809.2,282.83,,,1172.94,0.0,Cheque,2025-01-18,Paid,Written Off,75.09,102.79,1412.18,2025-01-05 09:59:24,Invalid or missing billing amount
BILL00002063,CUST003988,MTR003988,RP005,2023-09-01,2023-09-30,2023-10-05,2023-10-29,234.99,105.92,140.44,1092.45,250.81,109.24,,1452.5,0.0,Cheque,2023-11-02,Paid,,3872.32,76.25,136.1,2023-10-05 17:49:50,Invalid or missing billing amount
BILL00009194,0,MTR000720,RP006,2024-02-01,2024-02-29,2024-03-05,2024-03-21,178.72,67.56,96.38,782.96,371.42,78.3,,0.0,1232.68,,,Revised,Unpaid,2500.2,,303.49,2024-03-05 20:30:44,Invalid or missing billing amount
BILL00009234,CUST002583,MTR002583,RP005,2023-11-01,2023-11-30,,2023-12-29,354.29,174.01,217.27,1830.03,170.32,183.0,,2183.35,0.0,Cash,2023-12-19,Paid,Overdue,315.2,0,378.93,2023-12-05 14:30:21,Invalid or missing billing amount
BILL00006766,CUST003127,MTR003127,RP002,2023-02-01,2023-02-28,2023-03-05,2023-03-21,260.11,89.21,163.2,1230.61,261.05,123.06,,1614.72,0.0,CHEQUE,2023-04-05,Paid,Partial,162.93,166.96,1140.3,2023-03-05 08:04:52,Invalid or missing billing amount
BILL00007821,CUST003005,MTR003005,RP003,2024-09-01,2024-09-30,2024-10-05,2024-10-25,177.78,84.19,111.39,777.79,124.91,77.78,,0.0,980.48,,,Generated,Unpaid,3912.41,105.64,1496.2,2024-10-05 02:49:48,Invalid or missing billing amount
BILL00008017,CUST000113,MTR000113,RP006,2024/12/01,2024-12-31,2025-01-05,,2028.65,802.84,1110.29,15843.53,147.42,1584.35,,0.0,17575.3,,,Generated,Written Off,3082.54,,67.26,2025-01-05 16:14:40,Invalid or missing billing amount
BILL00018390,CUST001973,MTR001973,RP004,2023-05-01,2023-05-31,2023-06-05,,219.86,,116.54,1009.23,168.82,100.92,,1278.97,0.0,Mobile App,2023-06-06,Paid,Partial,4051.18,0,1733.71,2023-06-05 08:44:59,Invalid or missing billing amount
BILL00017496,CUST000918,MTR000918,RP003,2023-10-01,2023-10-31,2023-11-05,2023-11-29,98.1 kWh,29.94,54.15,343.35,78.51,34.34,,0.0,,,,Overdue,Written Off,4371.01,102.5,111.11,2023-11-05 08:51:55,Invalid or missing billing amount
BILL00012002,CUST003515,MTR003515,RP003,2023-10-01,31/10/2023,2023-11-05,2023-11-21,1607.39 kWh,663.69,1097.66,12262.82,422.22,1226.28,,13911.32,0.0,Auto Debit,2023-11-04,Paid,DISPUTED,1963.79,0,939.75,2023-11-05 06:16:12,Invalid or missing billing amount
BILL00001112,CUST001262,MTR001262,RP001,2023-06-01,2023-06-30,2023-07-05,2023-07-24,393.17,138.5,200.23,2102.19,87.55,210.22,,2399.96,0.0,Cash,2023-07-14,Paid,OVERDUE,3550.08,,827.43,2023-07-05 20:57:58,Invalid or missing billing amount
BILL00002168,CUST004063,MTR004063,RP005,2024-04-01,2024-04-30,2024-05-05,,20249.94,7576.6,12168.98,170724.49,393.12,17072.45,,188190.06,,Online,2024-05-10,Paid,Disputed,1544.95,0,1103.55,2024-05-05 16:44:23,Invalid or missing billing amount
BILL00012617,CUST002802,MTR002802,RP006,2023-03-01,2023-03-31,2023-04-05,2023-04-23,258.49,0,131.41,1221.7,53.83,122.17,,0.0,1397.69,,,Sent,Disputed,2423.42,0,485.43,2023-04-05 17:36:45,Invalid or missing billing amount
BILL00006974,CUST003499,MTR003499,RP004,2024-08-01,2024-08-31,2024-09-05,2024-09-25,15737.09,7231.41,10059.06,132365.27,439.54,13236.53,,146041.33,0.0,Auto Debit,2024-10-06,Paid,Overdue,1513.24,,1596.31,2024-09-05 19:04:24,Invalid or missing billing amount
BILL00022185,CUST003734,MTR003734,RP006,2023-06-01,2023-06-30,2023-07-05,2023-07-20,25282.26,11557.79,15264.25,213499.21,319.55,21349.92,,235168.68,0.0,Cheque,2023-07-18,Paid,Unpaid,4533.65,0,,2023-07-05 01:01:54,Invalid or missing billing amount
BILL00003919,CUST001467,MTR001467,RP004,2024-04-01,2024-04-30,2024-05-05,2024-05-16,160.89,-,106.89,,390.87,68.49,,0.0,1144.26,,,Revised,Unpaid,2845.93,0,1714.29,2024-05-05 23:19:00,Invalid or missing billing amount
BILL00014208,CUST001766,MTR001766,RP001,2023-06-01,2023-06-30,2023-07-05,2023-07-25,213.0,70.64,,971.5,483.33,97.15,,1551.98,0.0,Cash,2023-07-05,Paid,Paid,1267.76,,1973.38,2023-07-05 17:02:52,Invalid or missing billing amount
BILL00019383,CUST002134,MTR002134,RP003,2024-10-01,UNKNOWN,,,25074.53,10921.02,12957.66,211733.51,242.97,21173.35,,233149.83,0.0,Cash,2024-11-30,Paid,Written Off,3300.08,0,1819.03,2024-11-05 10:50:54,Invalid or missing billing amount
BILL00011420,CUST000043,MTR000043,RP005,2023-09-01,2023-09-30,2023-10-05,2023-10-29,210.87,69.84,,959.79,352.1,95.98,,0.0,1407.86,,,OVERDUE,Written Off,666.77,17.49,0,2023-10-05 15:07:32,Invalid or missing billing amount
BILL00006735,CUST000046,MTR000046,RP006,2023-09-01,2023-09-30,2023-10-05,2023-10-26,136.05,65.51,86.27,548.28,436.95,54.83,,1040.06,0.0,Bank Transfer,2023-10-24,Paid,Paid,1808.83,140.75,774.67,2023-10-05 03:00:52,Invalid or missing billing amount
BILL00020783,CUST001184,MTR001184,RP001,2023-12-01,2023-12-31,2024-01-05,2024-01-27,,1292.67,1404.26,21201.5,196.65,2120.15,,23518.3,0.0,Online,2024-01-17,Paid,Overdue,1444.54,0,1457.42,2024-01-05 15:56:00,Invalid or missing billing amount
BILL00009741,CUST001059,MTR001059,RP001,2023-12-01,2023-12-31,2024-01-05,2024-01-28,29842.76,14338.39,17349.26,252263.46,479.81,25226.35,,277969.62,0.0,Online,2024-01-23,Paid,Written Off,117.0,0,846.66,2024-01-05 23:47:54,Invalid or missing billing amount
BILL00000121,CUST002082,MTR002082,RP002,2024-02-01,2024-02-29,2024-03-05,2024-03-25,35743.01,16573.28,19087.84,302415.59,217.04,30241.56,,332874.19,0.0,Cheque,2024-03-27,Paid,Written Off,543.27,0,902.44,,Invalid or missing billing amount
BILL00001858,CUST000020,MTR000020,RP002,2023-07-01,2023-07-31,2023-08-05,2023-08-16,2096.33,811.05,UNKNOWN,16418.81,296.87,1641.88,,,0.0,-,2023-08-31,Paid,Unpaid,1245.45,0,1978.84,2023-08-05 18:32:53,Invalid or missing billing amount
BILL00006131,CUST000757,MTR000757,RP003,,2024-03-31,2024-04-05,2024-04-28,275.35,89.12,UNKNOWN,1314.43,174.85,131.44,,1620.72,0.0,Auto Debit,,Paid,Disputed,4473.34,173.65,77.64,,Invalid or missing billing amount
BILL00004056,CUST003424,MTR003424,RP004,2023-06-01,2023-06-30,2023-07-05,2023-07-27,217.47,66.25,124.32,996.09,215.8,99.61,,1311.49,0.0,Online,2023-07-28,Paid,Disputed,3673.96,38.7,1792.77,2023-07-05 02:29:00,Invalid or missing billing amount
BILL00005077,CUST001422,MTR001422,RP003,,1711843200,2024-04-05,2024-04-22,115.24,52.41,72.92,433.82,207.98,43.38,,685.18,0.0,Cheque,2024-04-14,Paid,Unpaid,1280.58,147.87,1538.87,2024-04-05 18:41:50,Invalid or missing billing amount
BILL00005559,CUST003180,MTR003180,RP003,2024-12-01,2024-12-31,2025-01-05,2025-01-27,2048.37,975.45,1295.37,,457.58,1601.11,,18069.84,0.0,Cheque,2025-02-04,Paid,Partial,3378.46,0,460.1,2025-01-05 11:01:08,Invalid or missing billing amount
BILL00007544,CUST001383,MTR001383,RP004,2024-05-01,2024-05-31,2024-06-05,2024-06-28,1675.65,692.76,882.92,12843.03,184.81,1284.3,,0.0,14312.13,,,Generated,Overdue,1022.87,0,1536.63,2024-06-05 06:41:28,Invalid or missing billing amount
BILL00006206,CUST004840,MTR004840,RP002,2024-05-01,,2024-06-05,2024-06-29,358.92,126.19,243.93,1862.44,163.26,186.24,,2211.94,0.0,Online,2024-07-01,Paid,Written Off,2287.68,21.25,474.33,,Invalid or missing billing amount
BILL00018327,CUST001987,MTR001987,RP006,2024-08-01,2024-08-31,2024-09-05,2024-09-26,2864.12,1028.14,1863.35,22945.02,119.75,2294.5,,25359.27,0.0,Auto Debit,2024-09-07,Paid,Written Off,2200.33,0,1618.96,2024-09-05 13:17:46,Invalid or missing billing amount
BILL00009360,CUST000832,MTR000832,RP006,2023-11-01,,2023-12-05,2023-12-30,252.31,114.46,154.67,1187.7,385.48,118.77,,0.0,1691.95,,,Sent,Paid,2019.85,9.78,1827.37,2023-12-05 12:10:27,Invalid or missing billing amount
BILL00007781,CUST002481,MTR002481,RP002,2024-03-01,,2024-04-05,2024-04-23,0,UNKNOWN,159.62,1222.9,79.23,122.29,,1424.42,0.0,Cheque,2024-05-06,Paid,Paid,887.16,0,290.46,2024-04-05 01:02:15,Invalid or missing billing amount
BILL00001933,CUST001064,MTR001064,RP001,2023/10/01,2023-10-31,2023-11-05,2023-11-23,152.13,66.78,82.51,636.71,175.06,63.67,,0.0,875.44,,,Generated,,867.99,0,313.34,2023-11-05 13:14:48,Invalid or missing billing amount
BILL00002654,CUST000446,MTR000446,RP006,2023-09-01,2023-09-30,2023-10-05,2023-10-23,1.3928800000000001,,714.03,10439.48,271.25,1043.95,,0.0,11754.68,,,,Overdue,1511.02,0,,2023-10-05 03:11:52,Invalid or missing billing amount
BILL00008640,CUST099580,MTR004293,RP005,2023-10-01,2023-10-31,2023-11-05,2023-11-24,278.18,96.18,177.42,1329.99,94.43,133.0,,1557.42,,Online,2023-11-17,Paid,Written Off,1056.84,92.83,198.28,2023-11-05 21:00:55,Invalid or missing billing amount
BILL00021617,CUST003828,MTR003828,RP002,2023-09-01,2023-09-30,,2023-10-28,271.13,106.43,163.38,1291.21,130.0,129.12,,0.0,1550.33,,,Revised,Disputed,4909.63,133.93,684.25,2023-10-05 10:22:23,Invalid or missing billing amount
BILL00003785,CUST001185,MTR001185,RP004,2024-03-01,2024-03-31,2024-04-05,,84.47,28.42,48.83,295.64,482.02,29.56,,807.23,0.0,Online,2024-04-20,Paid,Unpaid,2233.22,49.17,768.01,,Invalid or missing billing amount
BILL00015796,CUST002453,MTR002453,RP005,2024-12-01,2024-12-31,2025-01-05,2025-01-25,223.16,71.75,123.89,1027.38,238.15,102.74,,1368.27,0.0,,2025-01-16,Paid,Unpaid,4460.45,149.51,,2025-01-05 11:55:11,Invalid or missing billing amount
BILL00018115,,MTR002541,RP006,2024-10-01,2024-10-31,2024-11-05,,84.43,32.16,58.89,295.5,206.36,29.55,,0.0,531.41,,,,Overdue,456.18,0,1529.32,2024-11-05 01:55:48,Invalid or missing billing amount
BILL00011084,,MTR004430,RP001,2023-01-01,2023-01-31,2023-02-05,2023-02-19,1515.65,552.55,1001.47,11483.03,,1148.3,,,13064.23,,,Disputed,Overdue,371.23,0,UNKNOWN,2023-02-05 20:06:31,Invalid or missing billing amount
BILL00018880,CUST001292,MTR001292,RP002,2023-12-01,2023-12-31,2024-01-05,2024-01-30,248.57,77.69,,1167.13,89.31,116.71,,0.0,1373.16,,,Overdue,Unpaid,4689.01,190.81,313.96,,Invalid or missing billing amount
BILL00018485,CUST003887,MTR003887,RP001,2023-03-01,-,2023-04-05,2023-04-19,2536.1,797.95,1320.78,20156.85,396.04,2015.68,,0.0,22568.57,,,Disputed,Written Off,520.98,0,1052.47,2023-04-05 10:36:15,Invalid or missing billing amount
BILL00021386,CUST000844,MTR000844,RP002,2024-05-01,2024-05-31,2024-06-05,2024-06-29,192.79,80.46,122.88,860.35,326.74,86.03,,1273.12,0.0,,2024-07-10,Paid,Overdue,0,7.77,104.07,2024-06-05 12:40:16,Invalid or missing billing amount
BILL00015981,CUST004334,MTR004334,RP003,2024-04-01,2024-04-30,2024-05-05,2024-05-28,234.44,,162.01,1089.42,298.38,108.94,,0.0,1496.74,,,Overdue,Overdue,,175.91,116.65,2024-05-05 18:12:08,Invalid or missing billing amount
BILL00020021,CUST099286,MTR002195,RP004,2024-08-01,2024-08-31,2024-09-05,2024-09-23,57.0,27.01,39.86,199.5,111.47,19.95,,,330.92,,,Revised,Paid,,-,945.21,2024-09-05 14:44:28,Invalid or missing billing amount
BILL00023709,CUST001539,MTR001539,RP001,1675209600,2023-02-28,2023-03-05,2023-03-16,61.35,27.65,41.13,214.72,103.12,21.47,,0.0,339.32,,,CANCELLED,Disputed,2831.57,146.66,1401.88,2023-03-05 15:01:02,Invalid or missing billing amount
BILL00013985,CUST002138,MTR002138,-,2023-06-01,2023-06-30,,2023-07-15,1262.76,396.83,743.36,9333.46,353.52,933.35,,0.0,10620.33,,,Revised,,1232.76,32.13,1061.97,,Invalid or missing billing amount
BILL00021303,CUST003921,MTR003921,RP006,2024-04-01,2024-04-30,2024-05-05,2024-05-21,246.5,79.47,158.44,UNKNOWN,178.3,115.58,,1449.63,0.0,Online,2024-05-30,Paid,Paid,1645.07,82.54,834.23,2024-05-05 04:49:30,Invalid or missing billing amount
BILL00006940,CUST003141,MTR003141,RP003,2023-02-01,,2023-03-05,2023-03-18,76.83,28.69,53.01,268.9,140.18,26.89,,0.0,435.98,,,Disputed,Paid,192.49,0,982.25,2023-03-05 19:27:30,Invalid or missing billing amount
BILL00024796,CUST001941,MTR001941,RP006,2023-04-01,2023-04-30,2023-05-05,2023-05-30,267.47,103.76,,1271.09,210.84,0,,1609.04,0.0,Online,2023-05-15,paid,partial,548.98,178.15,1138.68,2023-05-05 06:26:27,Invalid or missing billing amount
BILL00014233,CUST000946,MTR000946,RP001,2023-05-01,2023-05-31,2023-06-05,2023-06-21,2095.41,978.12,1110.49,16410.99,413.38,1641.1,,18465.46,0.0,Cash,2023-06-13,Paid,Disputed,4087.72,0,578.4,2023-06-05 20:11:45,Invalid or missing billing amount
BILL00019938,CUST002934,MTR002934,RP006,2024-10-01,2024-10-31,2024-11-05,2024-11-17,55.96,18.16,35.8,195.86,223.28,19.59,,438.73,0.0,Mobile App,2024-11-04,Paid,Partial,3990.42,170.21,1779.87,2024-11-05 08:58:44,Invalid or missing billing amount
BILL00023014,CUST000956,MTR000956,RP005,2024-08-01,31/08/2024,2024-09-05,2024-09-16,308.32,147.63,208.19,1508.24,314.65,150.82,,1973.71,0.0,Mobile App,2024-09-19,Paid,Overdue,3699.64,164.98,,2024-09-05 04:27:40,Invalid or missing billing amount
BILL00010511,CUST004628,MTR004628,RP004,2023-06-01,2023-06-30,2023-07-05,,89.89,28.48,53.66,-,268.63,31.46,,0.0,614.7,,,Overdue,Overdue,698.17,,380.91,2023-07-05 01:45:48,Invalid or missing billing amount
BILL00006529,CUST002266,MTR002266,RP006,2024-05-01,2024-05-31,2024-06-05,2024-06-27,217.83,100.74,122.87,998.07,-,99.81,,,1469.41,,,Overdue,Partial,1137.86,189.18,1011.24,2024-06-05 11:26:24,Invalid or missing billing amount
BILL00013530,CUST000612,MTR000612,,2024/11/01,2024-11-30,,2024-12-30,363.41,148.59,219.93,1893.87,399.12,189.39,,2482.38,0.0,Mobile App,,Paid,Disputed,727.47,86.61,1930.77,2024-12-05 08:31:53,Invalid or missing billing amount
BILL00014574,CUST000264,MTR000264,RP001,2024-01-01,2024-01-31,2024-02-05,2024-02-18,413.76,126.66,256.22,2246.32,328.62,224.63,,2799.57,0.0,CASH,2024-02-01,Paid,Written Off,4565.02,180.53,1504.07,2024-02-05 14:17:54,Invalid or missing billing amount
BILL00004635,CUST002097,MTR002097,RP004,2023-06-01,2023-06-30,2023-07-05,,18744.11,5953.95,11972.1,157924.93,470.3,15792.49,,174187.73,0.0,Cheque,2023-06-25,Paid,PAID,3048.88,0,830.91,2023-07-05 01:02:05,Invalid or missing billing amount
BILL00003231,CUST001254,MTR001254,RP005,2023-04-01,2023-04-30,2023-05-05,2023-05-29,20719.3,8900.42,10563.14,174714.05,229.5,17471.4,,0.0,192414.95,,,Revised,Paid,4338.49,0,325.54,2023-05-05 08:52:31,Invalid or missing billing amount
BILL00012045,CUST000146,MTR000146,RP005,2023-08-01,2023-08-31,2023-09-05,2023-09-17,10856.34,4458.39,5649.31,90878.89,163.7,9087.89,,100130.48,0.0,Mobile App,2023-10-01,Paid,Unpaid,1521.97,0,1901.94,2023-09-05 23:16:32,Invalid or missing billing amount
BILL00012469,CUST001642,MTR001642,RP005,2024-03-01,2024-03-31,2024-04-05,2024-04-27,157.19,51.38,93.89,664.54,236.29,66.45,,967.29,0.0,BANK TRANSFER,2024-05-10,Paid,Partial,2141.78,93.15,1816.56,2024-04-05 01:48:36,Invalid or missing billing amount
BILL00020929,CUST000080,MTR000080,RP004,2023-11-01,2023-11-30,2023-12-05,2023-12-30,191.06,,103.09,850.83,472.82,85.08,,1408.73,0.0,Bank Transfer,2023-12-19,Paid,written off,2836.19,126.18,1426.91,2023-12-05 03:45:28,Invalid or missing billing amount
BILL00020072,CUST003413,MTR003413,RP005,2024-09-01,2024-09-30,2024-10-05,2024-10-15,388.74 kWh,155.74,194.65,2071.18,379.83,207.12,,,2658.13,,,Generated,Paid,4934.89,0,253.16,2024-10-05 17:02:23,Invalid or missing billing amount
BILL00005060,CUST002349,MTR002349,RP002,2023-09-01,2023-09-30,2023-10-05,2023-10-16,24742.0,0,17231.25,208907.0,274.22,20890.7,,230071.92,0.0,Bank Transfer,2023-10-03,Paid,Paid,4884.55,0,334.07,2023-10-05 04:22:34,Invalid or missing billing amount
BILL00018255,CUST002935,MTR002935,RP001,2023-08-01,2023-08-31,2023-09-05,2023-09-26,28681.25,10585.73,16505.97,242390.62,378.26,24239.06,,267007.95,0.0,Cash,2023-09-09,Paid,unpaid,449.72,,643.74,2023-09-05 15:06:10,Invalid or missing billing amount
BILL00023003,CUST004018,MTR004018,RP005,2024-01-01,2024-01-31,2024-02-05,2024-02-18,276.53,120.32,147.59,UNKNOWN,397.36,132.09,,1850.37,0.0,ONLINE,2024-02-22,Paid,Written Off,668.39,0,1149.12,2024-02-05 15:28:49,Invalid or missing billing amount
BILL00005186,CUST003560,MTR003560,RP005,2024-01-01,2024-01-31,2024-02-05,2024-02-18,1830.2,621.92,1241.03,14156.7,475.76,1415.67,,16048.13,,,2024-02-08,Paid,Overdue,3100.64,0,701.37,2024-02-05 00:33:53,Invalid or missing billing amount
BILL00019528,CUST000186,MTR000186,RP005,1711929600,2024-04-30,2024-05-05,2024-05-15,129.02,58.89,75.3,509.61,230.74,50.96,,791.31,0.0,Cash,2024-05-21,Paid,Written Off,1067.03,147.95,1680.4,2024-05-05 01:57:46,Invalid or missing billing amount
BILL00008784,CUST003047,MTR003047,RP002,2024-05-01,2024-05-31,2024-06-05,2024-06-16,271.59,122.73,168.02,1293.74,385.87,129.37,,,1808.98,,,Disputed,Overdue,652.17,UNKNOWN,1089.68,2024-06-05 23:05:18,Invalid or missing billing amount
BILL00021347,CUST004438,MTR004438,RP003,2024/10/01,2024-10-31,2024-11-05,,727.54,311.12,448.63,4784.09,172.01,478.41,,5434.51,0.0,Cash,,Paid,,1253.05,101.28,479.81,2024-11-05 18:59:21,Invalid or missing billing amount
BILL00002331,CUST003552,MTR003552,RP003,2024-10-01,2024-10-31,2024-11-05,2024-11-23,17958.82,6170.72,11357.79,151249.97,396.44,15125.0,,166771.41,0.0,Mobile App,2024-11-16,Paid,Overdue,417.79,0,984.69,2024-11-05 20:08:07,Invalid or missing billing amount
BILL00023561,CUST003087,,RP002,2023-01-01,31/01/2023,2023-02-05,2023-02-27,109.79,53.55,75.63,403.85,139.63,40.38,,0.0,583.85,,,Generated,Disputed,2741.78,0,1553.87,2023-02-05 05:05:46,Invalid or missing billing amount
BILL00003178,CUST001593,MTR001593,RP002,2024-07-01,2024-07-31,2024-08-05,,1898.97,695.57,1026.07,14741.25,150.88,0,,16366.25,,Bank Transfer,2024-09-02,Paid,overdue,2218.74,0,1054.3,2024-08-05 07:57:19,Invalid or missing billing amount
BILL00016074,CUST000142,MTR000142,RP004,2024-07-01,2024-07-31,2024-08-05,2024-08-26,261.36,89.14,158.27,1237.48,420.14,123.75,,0.0,1781.37,,,Revised,Disputed,1939.72,0,276.54,2024-08-05 23:54:40,Invalid or missing billing amount
BILL00005453,CUST000686,MTR000686,RP001,2023-11-01,2023-11-30,,2023-12-29,91.15,41.72,UNKNOWN,319.03,495.73,31.9,,846.65,0.0,Mobile App,2024-01-04,Paid,Partial,2317.11,0,551.57,2023-12-05 19:56:57,Invalid or missing billing amount
BILL00016672,CUST001341,MTR001341,RP003,2023-04-01T00:00:00Z,2023-04-30,2023-05-05,2023-05-25,38091.99,15903.0,20330.05,322381.91,390.97,32238.19,,355011.07,0.0,Cash,2023-05-15,Paid,Unpaid,1010.56,0,927.44,2023-05-05 06:38:05,Invalid or missing billing amount
BILL00008639,CUST000425,MTR000425,RP002,2023-05-01,2023-05-31,2023-06-05,2023-06-24,2009.5,949.06,1133.3,15680.75,116.98,1568.08,,0.0,17365.81,,,Sent,Written Off,1683.48,0,681.61,,Invalid or missing billing amount
BILL00011362,CUST000232,MTR000232,RP001,UNKNOWN,2024-03-31,2024-04-05,,183.89,73.79,116.95,811.39,356.95,81.14,,0.0,1249.48,,,Disputed,Overdue,233.77,33.84,1772.12,2024-04-05 11:26:13,Invalid or missing billing amount
BILL00015429,CUST001525,MTR001525,RP004,2023-02-01,2023-02-28,2023-03-05,,345.47,134.15,234.81,1768.29,394.94,176.83,,0.0,2340.06,,,Overdue,Paid,3194.57,0,1119.85,2023-03-05 10:00:29,Invalid or missing billing amount
BILL00011508,CUST002660,MTR002660,RP003,1675209600,2023-02-28,2023-03-05,,221.54,68.88,,1018.47,459.42,,,,0.0,Auto Debit,2023-03-08,Paid,Written Off,2809.76,152.79,1480.23,2023-03-05 08:34:43,Invalid or missing billing amount
BILL00007094,CUST002958,MTR002958,RP003,2023-10-01,2023-10-31,2023-11-05,2023-11-24,2623.07,1223.72,1325.56,20896.1,235.1,2089.61,,0.0,23220.8,,,Overdue,Disputed,4436.75,0,105.31,,Invalid or missing billing amount
BILL00011678,CUST004859,MTR004859,RP001,2024-04-01,2024-04-30,2024-05-05,2024-05-20,148.43 kWh,68.1,103.0,616.37,151.61,61.64,,0.0,829.61,,,,Disputed,1371.96,144.62,31.13,2024-05-05 04:04:46,Invalid or missing billing amount
BILL00019225,CUST003838,MTR003838,RP004,2023-09-01,2023-09-30,2023-10-05,2023-10-30,174.33,68.73,121.19,758.82,342.63,75.88,,1177.33,0.0,Online,2023-10-19,Paid,Paid,4327.72,51.64,387.14,2023-10-05 01:31:05,Invalid or missing billing amount
